Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,4.982919931,,,4.840194941,,5.705175161,,,,,,,4.317100048,,,,,,,4.185309887,,,,,,5.032866716,,5.021100044,,4.717202902,4.730759859,4.466135025,4.831190109,,,5.464789867,,,4.532108545,3.687540054,3.596509933,3.685610056,,,,
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,10.34650993,,,,,,,,,,,,,,5.517129898,5.380559921,4.878079891,4.477560043,3.795000076,4.159510136,3.91376996,,,,,,,,,,,,,5.059225082,4.969455242,5.273229599,4.860516548,4.927039146,5.646192074
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,1.830420017,,1.980080009,,,,1.96894002,1.98593998,1.940810025,1.87182498,1.995769978,2.069849968,2.43543005,2.678129911,2.644330025,,,2.410929918,2.566760063,,,,,,3.022300005,3.051419973,2.752400041,2.550115108,,,3.11435008,2.556040049,3.188750029,3.142849922,3.076240063,3.275699973,2.934514999,3.377690077,2.841879964,2.370239973,2.848063111,2.975962043,2.952909946,3.229290009,3.061046839,2.159989774,2.21491766,2.057182312,1.831179976,1.973617613
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081229925,2.646094918,2.903909922,2.896229982,,3.077780008,3.309639931,2.920444965,,3.063070059,3.131605029,3.379947186,3.286035061,3.45361495,3.689529896,3.384880066,3.67008996,3.358684897,3.736540079,3.507725,3.555049896,3.819200993,3.54701817,3.224585891
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.768079996,,5.457399845,5.766600132,5.87390995,5.767749786,,,,4.19987011,3.654129982,,,,3.431809902,3.558549881,3.248769999,3.325210094,2.438920021,2.756119967,2.755650043,3.065289974,3.543009996,3.136600018,,,,,,,,,2.629827499,2.673762798,2.571330786,3.148509502,3.767150402,3.302241802,3.216789961,3.598648548,4.206779957,3.008780003,2.640075684
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,5.235159874,4.889359951,5.286049843,5.457630157,5.517449856,5.539720058,5.879489899,,,,5.790860176,6.027470112,5.754889965,5.983769894,6.176469803,6.429759979,6.287809849,6.679029942,,6.270989895,6.201960087,6.201849937,5.790060043,6.81675005,6.720789909,6.451570034,6.438799858,6.464519978,6.271570206,6.528480053,5.963069916,,5.950860023,,,6.220449924,,,,,,,
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,4.347740173,2.915199995,,2.208300114,1.754909992,2.647599936,2.029230118,1.738109946,1.509570003,,,,,,,3.365469933,3.42482996,2.251110077,,,0,,,,,,,,,,3.320557833,3.765049696,3.787013531,4.221519947,4.387219906,4.344810009,4.412580013,4.322199821,4.627739906,4.323689938,4.300039768,4.454030037,4.008609772,2.845283031,
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.554180145,,,,,,,3.730829954,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249269962,2.138070107,,,,,,2.53283,2.458590031,2.175909996,,,,,,3.561229944,3.546250105,3.009919882,4.033420086,4.185910225,3.960760117,4.541699886,4.577898979,4.229642868,4.637694359,3.384880066,4.194865704,4.101967335,4.430510044,3.6995399,3.596836329,3.230972528,3.115153313,3.23824501
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.161050081,,3.350229979,3.390919924,3.221029997,2.676589966,,,,,,2.515520096,1.689090014,2.428359985,3.431960106,,,5.103650093,,,,,,,,,,,,2.461669922,,,,4.952370167,,,,,,1.727399945,2.298909903,1.797469974,1.871140003,1.914720058,2.32152009,2.1378901,2.253639936,2.130520105,2.308280706,2.572221756,2.635936022,2.561050177
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.572929859,,,,,,,,,,,,,,,,,,,,,,,,,,,5.456009865,4.448840141,3.618079901,4.022930145,4.525680065,5.240069866,5.400189877,5.123760223,5.848199844,5.979459763,5.902440071,6.152420044,7.050749779,,5.937709808,6.442699909,6.41989994,5.874939919,5.742568493,5.00977993,5.417079926,5.319920063,5.441299915,5.382319927,5.740718365,
Upper middle income,UMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93975997,3.948930025,3.771124959,3.579050064,3.725610018,3.912549973,3.979789972,3.916719913,3.645094991,4.030134916,4.470641613,3.953024983,4.221519947,4.054152012,4.058229923,4.070053101,4.145764947,4.154037237,4.184885025,4.088619232,3.979539633,4.342244864,3.724696755,
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,1.987130046,2.159509897,,,,2.373389959,2.566790104,3.102829933,,,,,2.479079962,2.411530018,,2.271719933,2.521399975,2.869869947,,2.243370056,,2.422549963,2.800960064,2.32220006,2.068209887,2.499540091,2.714750051,2.8566401,,,,,4.149370193,4.093533516,4.238920212,4.267350197,4.206369877,4.364200115,4.417870045,4.613599777,4.641300201,4.543069839,4.413340092,4.36973381
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08564949,6.298923016,6.359955311,6.328607559,6.253763676,6.170983315,6.164029121,6.243318558,6.436086178,6.738698483,6.694553852,6.497683525,6.253886223,6.22925806,6.129205704,4.946780205,4.806660175,5.122879982,4.928890228,4.987279892,5.435440063,,
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.818760872,6.026915073,5.741909981,5.713230133,5.494533539,5.415237427,5.033319473,4.835893154,6.295346737,4.948036671,5.368288994,5.283541203
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42911005,,,4.468689919,,4.873770237,,,,,,,4.033370018,5.752689838,7.327879906,,7.388020039,8.174889565,,6.030829906,,5.439370155,,5.376110077,4.808390141,,,,,4.956152439,5.452660084,5.379759789,5.223589897,,5.463758469,,
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.16286993,4.179920197,4.83728981,,3.9479599,5.19851017,,5.256659985,,,4.400720119,5.187439919,5.008950233,6.059820175,4.063729763,,,3.927510023,3.629410028,,2.44671011,,4.310679913,3.817830086,5.006030083,,,,,,,,,,,,3.669059992,3.627320051,,6.874680042,,,,,,,,,,,,,
British Virgin Islands,VGB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,10.57367039,8.935359955,,7.240230083,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.904769897,,,,3.046329975,3.514800072,3.043669939,,3.241650105,3.49770999,,3.565696001,4.469325542,4.018388271,4.71405983,3.261056423,2.462599993,2.434390068,2.630959988,2.590500116,2.86991334,
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886740208,4.816500187,4.045939922,3.780230045,4.408170223,4.528339863,3.540122986,3.41660428,3.469069958,3.418656588,3.295370102,3.084998369,3.216528893,2.947886944,2.89813447
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11687994,,,,7.641049862,6.162650108,7.003630161,8.95114994,8.131979942,8.441510201,,,,,5.951509953,5.160510063,,,,,5.181950092,5.603380203,,4.533430099,,1.774070024,2.173589945,,
World,WLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.096259832,3.983109951,4.071680069,4.048810005,4.204939842,4.030889988,4.093499899,4.156515121,4.094020128,4.355634928,4.483980179,4.277509928,4.229939938,4.229642868,4.349619865,4.259367943,4.284570217,4.225440025,4.255958557,4.11181426,4.18685627,4.444076777,4.18103385,
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.016250134,3.630959988,3.976520061,3.939320087,,,,,,5.116590023,,,,,4.614860535,5.217447758,4.615190029,4.349683762,3.962319136,4.26097393,4.39581728,4.481005192,,
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64552021,9.237660408,6.32079649,5.948279381,5.554146767,5.15025568,5.144415855,5.828782558,5.15143013,5.916243076,4.392223358,5.042026997,5.464789867,,,,,,,,,,
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.753670216,4.854239941,4.441850185,4.697679996,5.259610176,,5.388899803,5.297770023,,5.04734993,,,5.29117012,4.908810139,4.636179924,4.54569006,4.352099895,4.508979797,4.524499893,4.526519775,4.446670055,4.374249935,4.761189938,5.134970188,5.288980007,5.523230076,5.350719929,5.489779949,5.482850075,5.444240093,5.598670006,5.644010067,5.927700043,6.1833601,6.562059879,6.183479786
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.38781023,6.095349789,5.945789814,5.488070011,4.878009796,6.238540173,6.026939869,5.692510128,4.740749836,4.154940128,4.126709938,4.000720024,5.154870033,5.388020039,4.9885602,4.145840168,3.338989973,2.662260056,,,,2.740570068,2.091599941,1.942080021,1.793519974,1.838529944,,,2.118230104,1.774950027,1.788190007,,,,2.463429928,1.735530019,,1.240759969,1.099720001,,3.416004419,3.357722759,3.695002317,3.718207121,,4.624330044,3.747920036,3.729640007,4.739749908,4.41824007,3.949648142,3.106432199,3.58259511
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,2.317840099,2.544179916,3.351540089,,4.145480156,5.791500092,7.419260025,,11.64476013,12.33728981,12.28423023,12.45425987,,22.32221031,,44.33398056,,,,,,,,,,,,,,,,1.544059992,5.077828407,6.07020998,5.995979786,6.13835001,,,5.818779945,2.050489902,,,,
